stock,horizon,model,library,mae,mse,rmse,mape,smape,wape,mase,r2,column,target
RELIANCE,7,Transformer,dl_multivariate,25.04236043307178,,27.450827893670965,2.064028566362438,,,,,,Close
RELIANCE,7,RecursiveTabular,autogluon_internal,23.05610874721177,777.4766974285501,27.883269130942125,1.8169659289760016,1.8315684154687817,1.8273326389275635,1.5638984103140134,-0.08307259514646947,,
RELIANCE,7,SeasonalNaive,autogluon_internal,26.958382742746057,1090.2012692121268,33.01819603206884,2.132982125190378,2.144927401810576,2.1366108747417663,1.828590087697076,-0.5187170519487694,,
HDFCBANK,7,XGBoostSeq,dl_multivariate,32.76034492873951,,33.98914934638148,3.692772283786387,,,,,,Close
RELIANCE,7,ETS,autogluon_internal,31.78551779293311,1239.1191028619298,35.201123602264886,2.4972042158805574,2.5311670416930765,2.5191898054030286,2.156015192866721,-0.7261687030247872,,
RELIANCE,7,original/ARIMA,classical,30.426802571614818,,35.71064225643307,2.4304134976924234,,,,,Close,
RELIANCE,7,AutoARIMA,statsforecast,32.74241606005018,1306.7151099474347,36.148514629890876,2.5726133058900653,2.608443521751135,2.595029638343082,2.2209217083236106,-0.820334075514765,,
RELIANCE,7,Naive,autogluon_internal,32.986092703682125,1344.0958525500039,36.661912832666054,2.590537068195622,2.6281261743830333,2.6143424499339285,2.237450322053919,-0.872407736414148,,
RELIANCE,7,Theta,autogluon_internal,33.922227474090995,1421.8860291253982,37.70790406699103,2.6643166969569596,2.704047296514049,2.68853665326453,2.3009484472290596,-0.9807742105465218,,
RELIANCE,7,original/ExpSmoothing,classical,31.732231873102684,,37.87898484903497,2.5434273604346194,,,,,Close,
HDFCBANK,7,XGBoostSeq,dl_univariate,37.06562721548744,,38.076429998371445,4.176980939502669,,,,,,Close
HDFCBANK,7,SeasonalNaive,autogluon_internal,36.20612226213744,1531.601723824008,39.13568351037207,4.122529086141879,4.223592966943151,4.141331014761456,4.03804994753628,-7.806918368843586,,
HDFCBANK,7,original/RandomForest,classical,38.60226520843431,,43.55731762720922,4.274445028576591,,,,,Close,
RELIANCE,7,AttentionForecaster,dl_univariate,41.79696220187493,,43.67537079797936,3.4164861213225066,,,,,,Close
RELIANCE,7,BiLSTM,dl_multivariate,48.65835190192725,,49.56211127885103,3.98477879882849,,,,,,Close
HDFCBANK,7,AttentionForecaster,dl_multivariate,49.38393873659197,,51.26441849050533,5.563507094299034,,,,,,Close
HDFCBANK,7,original/XGBoost,classical,46.765979083476054,,51.31737847813713,5.1859040730229475,,,,,Close,
HDFCBANK,7,BiLSTM,dl_univariate,52.31705718532699,,52.83696555864324,5.902588853004607,,,,,,Close
RELIANCE,7,original/XGBoost,classical,46.92029813547013,,57.43400388123106,3.6599459354067267,,,,,Close,
HDFCBANK,7,original/ExpSmoothing,classical,54.01485740713653,,58.09758387376722,5.998009140060563,,,,,Close,
HDFCBANK,7,original/ARIMA,classical,57.02448209021562,,61.05444827790586,6.33407025145776,,,,,Close,
TCS,7,Hybrid_ARIMA_BiLSTM_XGB,dl_multivariate,50.86247349117362,,61.43217904542899,1.282155583991166,,,,,,Close
RELIANCE,7,original/RandomForest,classical,50.31602588099213,,61.704479725556965,3.924320383453913,,,,,Close,
HDFCBANK,7,BiLSTM,dl_multivariate,67.37591641000023,,67.78080239545216,7.60421983499618,,,,,,Close
RELIANCE,7,Hybrid_ARIMA_BiLSTM_XGB,dl_multivariate,72.26471605247173,,72.85639532701536,5.930045934558056,,,,,,Close
RELIANCE,7,xgb_limitdepth,flaml,67.79215785435359,5941.814250631726,77.08316450841731,5.315487733494574,5.504015592627581,5.3729284533137385,4.598349576790641,-7.277310691876256,,
TCS,7,XGBoostSeq,dl_multivariate,61.75479977862269,,78.92139523711226,1.540518164107434,,,,,,Close
TCS,7,XGBoostSeq,dl_univariate,70.55739679598264,,81.68082489386008,1.768804685251749,,,,,,Close
RELIANCE,7,AttentionForecaster,dl_multivariate,84.07283488184434,,85.450437318094,6.909419553409421,,,,,,Close
RELIANCE,7,original/LSTM,classical,77.36337540377694,,86.23268511984746,6.069062692496592,,,,,Close,
RELIANCE,7,WeightedEnsemble,autogluon_timeseries,94.81638009207498,10048.09225289782,100.24017284950092,7.5731893690898735,7.262740676003829,7.514757496455821,6.431405564725122,-12.997607116214958,,
RELIANCE,7,DirectTabular,autogluon_internal,94.81638009207498,10048.09225289782,100.24017284950092,7.5731893690898735,7.262740676003829,7.514757496455821,6.431405564725122,-12.997607116214958,,
TCS,7,BiLSTM,dl_multivariate,97.13561384685673,,107.01274455310643,2.4186118573826456,,,,,,Close
