stock,horizon,model,library,mae,mse,rmse,mape,smape,wape,mase,r2,column
BANKNIFTY,7,ETS,autogluon_internal,0.00011548870024345567,2.003913850302501e-08,0.00014155966411031433,12583.884737420762,122.98162426871511,105.04316771354173,0.3897362957389743,0.1026879551265798,
HDFCBANK,7,decomposition+model/RandomForest,classical,0.00010746788312340144,,0.00014348567078609632,340713.7999756456,,,,,Volatility
HDFCBANK,7,decomposition+model/ARIMA,classical,0.00010073791544879681,,0.00014408965678098476,300202.5909702928,,,,,Volatility
HDFCBANK,7,Theta,autogluon_internal,0.00010906185710863151,2.275408304285469e-08,0.0001508445658379999,2378385.3021011874,106.25424456149946,70.26733999753671,0.37443931656920754,0.24354051257647735,
BANKNIFTY,7,DirectTabular,autogluon_internal,0.00011016811059341615,2.383353012158123e-08,0.00015438111970568562,15421.47946498423,105.15545410131153,100.20380602910105,0.3717810594519416,-0.06721721828111349,
HDFCBANK,7,original/XGBoost,classical,0.000123422504145029,,0.0001569934633113883,714579.4074358408,,,,,Volatility
HDFCBANK,7,original/RandomForest,classical,0.0001393260695529519,,0.00015762967122961194,621183.637829489,,,,,Volatility
BANKNIFTY,7,WeightedEnsemble,autogluon_timeseries,9.688241524117442e-05,2.509934706529925e-08,0.00015842773452050385,8323.370923510833,99.79475077150894,88.11975345829006,0.32694621689172665,-0.12389793786551984,
HDFCBANK,7,decomposition+model/ExpSmoothing,classical,0.0001000656548821942,,0.00016615043270389805,93485.6535568032,,,,,Volatility
HDFCBANK,7,original/LSTM,classical,0.0001533799709413473,,0.00016709638760970409,853530.5959582464,,,,,Volatility
BANKNIFTY,7,AutoARIMA,statsforecast,0.0001141843268342575,2.8192401944485263e-08,0.0001679059318323366,14678.042731722417,109.8598698195531,103.85677013096739,0.3853344654327221,-0.26239867222239566,
BANKNIFTY,7,Naive,autogluon_internal,9.783562331303931e-05,2.9201217223501572e-08,0.00017088363650010955,4208.674738859144,108.28837974608038,88.98674732996521,0.3301629799361974,-0.30757137766464937,
HDFCBANK,7,original/ExpSmoothing,classical,0.0001574418915371104,,0.00017093921595386893,881313.8054714726,,,,,Volatility
NIFTY50,7,arima,flaml,0.00011951779446279242,3.340457460281422e-08,0.0001827691839529143,643.1600485854985,103.37260926043605,80.0357633760326,0.78955008767089,0.012115171174394423,
HDFCBANK,7,original/ARIMA,classical,0.00017960921350335923,,0.00019332445359744743,1019823.4978741702,,,,,Volatility
HDFCBANK,7,arima,flaml,0.00016878494110440285,4.031111292931088e-08,0.00020077627581293285,5947228.284647238,106.98487234974812,108.74625792621532,0.5794850708562226,-0.34014294342456397,
BANKNIFTY,7,original/LSTM,classical,0.00018788454539067485,,0.00020092682900071492,402448.5828085964,,,,,Volatility
HDFCBANK,7,AutoARIMA,statsforecast,0.0001686699633712226,4.197231525530076e-08,0.00020487146032403038,3987866.0645626914,120.7906175825546,108.67217905314538,0.5790903207119095,-0.3953696145085337,
NIFTY50,7,DirectTabular,autogluon_internal,0.0001311456822612037,4.220012167839446e-08,0.0002054266820021062,693.0360313991033,108.05875113096621,87.82244384967892,0.8663654261058793,-0.24799852943399836,
BANKNIFTY,7,Theta,autogluon_internal,0.00015295273068136874,4.255967274302505e-08,0.00020629995817504436,9229.486101836652,157.1378075401931,139.11871297657657,0.51616504950921,-0.9057359662653413,
NIFTY50,7,ETS,autogluon_internal,0.00011908027814746129,4.495358465426683e-08,0.00021202260411160606,342.01104477987303,98.63563840662114,79.74277811434509,0.7866597980141922,-0.3294276250875068,
RELIANCE,7,original/XGBoost,classical,0.00015474650616994354,,0.00021793178362722885,5114.803374350977,,,,,Volatility
RELIANCE,7,original/ExpSmoothing,classical,0.00013881303597678256,,0.0002185835328720445,4413.011851402278,,,,,Volatility
RELIANCE,7,original/ARIMA,classical,0.00013919564273372673,,0.00021865835291301993,4451.591182674544,,,,,Volatility
RELIANCE,7,original/RandomForest,classical,0.00014896142882919576,,0.00022019687016364267,5329.295919921615,,,,,Volatility
RELIANCE,7,decomposition+model/LSTM,classical,0.00013512129355109547,,0.00022040177565513507,3934.749979291889,,,,,Volatility
NIFTY50,7,AutoARIMA,statsforecast,0.00014408018570965142,4.953648950332957e-08,0.0002225679435662952,489.0789326724998,136.3146408405601,96.48410684337415,0.9518124373865352,-0.46495942653002453,
NIFTY50,7,Theta,autogluon_internal,0.00014502632795471544,5.090108191469871e-08,0.00022561268119212341,222.07234840612963,138.73794396238097,97.11769632004064,0.9580627760569997,-0.5053149813230664,
NIFTY50,7,RecursiveTabular,autogluon_internal,0.00016523308757109006,5.110190349028717e-08,0.0002260573013425737,834.5202566563527,134.5541917425781,110.6492665646372,1.0915512569845822,-0.5112539459763681,
NIFTY50,7,WeightedEnsemble,autogluon_timeseries,0.0001421319859218847,5.32246512303042e-08,0.00023070468402332928,143.0615029273883,139.3975151561553,95.17948389644154,0.9389423763203524,-0.574030685770863,
RELIANCE,7,decomposition+model/RandomForest,classical,0.00012909939961144341,,0.0002311909771953987,2199.743439787603,,,,,Volatility
NIFTY50,7,Naive,autogluon_internal,0.00014354385839195264,5.390493635663182e-08,0.0002321743662780881,139.1414197521501,144.41424494077697,96.1249522381174,0.9482693894026536,-0.5941489888346041,
RELIANCE,7,decomposition+model/XGBoost,classical,0.0001319714870890641,,0.00023439061517454174,2238.8467700956244,,,,,Volatility
RELIANCE,7,original/LSTM,classical,0.00018025607810362391,,0.00023820047411822704,7086.495355094954,,,,,Volatility
BANKNIFTY,7,RecursiveTabular,autogluon_internal,0.00018575177628859735,5.8031078117290244e-08,0.00024089640536398678,9794.362729419901,129.3808422790949,168.95120430517693,0.6268510171561558,-1.5985141708449375,
