horizon,mae,mape,model_col,mse,r2,rmse,source,stock
30,9.86633073591129e-05,138606.2568230188,DirectTabular,1.4715694294882948e-08,-0.4932492483326967,0.00012130826144530696,brain_automl,BANKNIFTY
30,6.582745515292467e-05,1918049.5086735934,AutoARIMA,1.503245507270054e-08,-0.18983241659940897,0.000122606912825911,brain_automl,NIFTY50
30,7.322571452534019e-05,10232.835466453298,decomposition+model/ExpSmoothing,,,0.0001228079312145414,brain_automl,BANKNIFTY
30,6.428594100188394e-05,3743281.106417472,decomposition+model/ARIMA,,,0.00012299911839828357,brain_automl,NIFTY50
30,6.467287148387997e-05,1086883.9579251509,decomposition+model/ExpSmoothing,,,0.0001255736648575396,brain_automl,NIFTY50
30,6.526261182037999e-05,947457.326082885,WeightedEnsemble,1.631093830619461e-08,-0.2910255209814465,0.00012771428387692041,brain_automl,NIFTY50
30,6.656464116241519e-05,1425848.4017385931,Naive,1.6525019564261133e-08,-0.3079702462044416,0.00012854967741795828,brain_automl,NIFTY50
30,9.983565059943977e-05,75380.65829553979,Theta,1.7661058045312084e-08,-0.7921248649540642,0.00013289491354191133,brain_automl,BANKNIFTY
30,8.846409905432522e-05,1377734.0169516762,Theta,1.8245680749043548e-08,-0.44416213540266236,0.00013507657365007282,brain_automl,NIFTY50
30,0.00011204957730485717,931493.8214594427,AutoARIMA,1.8794005839468504e-08,-0.1903784865188336,0.00013709123181104073,brain_automl,HDFCBANK
30,0.00010284483656768875,317043.6694745792,decomposition+model/XGBoost,,,0.00014092416514523693,brain_automl,HDFCBANK
30,0.00011960488812866762,614987.0551677576,WeightedEnsemble,1.9944661294134347e-08,-0.2632589309716753,0.00014122556883983277,brain_automl,HDFCBANK
30,0.00010343188762825091,355795.6681645352,decomposition+model/LSTM,,,0.0001413797146452902,brain_automl,HDFCBANK
30,0.00010746788312340144,340713.7999756456,decomposition+model/RandomForest,,,0.00014348567078609632,brain_automl,HDFCBANK
30,0.00010073791544879681,300202.5909702928,decomposition+model/ARIMA,,,0.00014408965678098476,brain_automl,HDFCBANK
30,0.00012332070733838055,556177.7391555161,Theta,2.296608016319878e-08,-0.45463016131061806,0.00015154563722918183,brain_automl,HDFCBANK
30,9.995622070047386e-05,1430210.9026228623,SeasonalNaive,2.2972438607723957e-08,-0.8182892955022412,0.0001515666144232428,brain_automl,NIFTY50
30,0.0001277243696588168,726925.2569727615,DirectTabular,2.3216913335375768e-08,-0.47051748274784533,0.000152370972745388,brain_automl,HDFCBANK
30,0.0001184141026576607,29043406.929324068,RecursiveTabular,2.4120076885379447e-08,-0.9091259032739554,0.00015530639679478577,brain_automl,NIFTY50
30,0.000123422504145029,714579.4074358408,original/XGBoost,,,0.0001569934633113883,brain_automl,HDFCBANK
30,0.0001393260695529519,621183.637829489,original/RandomForest,,,0.00015762967122961194,brain_automl,HDFCBANK
30,0.00014378645612542668,720488.2335184125,ETS,2.62294399738801e-08,-0.6613254952158176,0.00016195505541316115,brain_automl,HDFCBANK
30,0.0001000656548821942,93485.6535568032,decomposition+model/ExpSmoothing,,,0.00016615043270389805,brain_automl,HDFCBANK
30,0.0001533799709413473,853530.5959582464,original/LSTM,,,0.00016709638760970409,brain_automl,HDFCBANK
30,0.0001574418915371104,881313.8054714726,original/ExpSmoothing,,,0.00017093921595386893,brain_automl,HDFCBANK
30,0.00015941518927681982,1389460.9603360975,arima,3.1353620600536866e-08,-0.985881868727156,0.00017706953606009382,brain_automl,HDFCBANK
30,0.00017960921350335923,1019823.4978741702,original/ARIMA,,,0.00019332445359744743,brain_automl,HDFCBANK
30,0.0001542957865920472,209325.00248684382,RecursiveTabular,3.925887879548642e-08,-2.9837258152426744,0.00019813853435282703,brain_automl,BANKNIFTY
30,0.00018788454539067485,402448.5828085964,original/LSTM,,,0.00020092682900071492,brain_automl,BANKNIFTY
30,0.00013499833392056375,23761.64411263998,SeasonalNaive,4.325464085313461e-08,-3.3891887563404817,0.00020797750083394745,brain_automl,BANKNIFTY
30,0.00015474650616994354,5114.803374350977,original/XGBoost,,,0.00021793178362722885,brain_automl,RELIANCE
30,0.00013881303597678256,4413.011851402278,original/ExpSmoothing,,,0.0002185835328720445,brain_automl,RELIANCE
30,0.00013919564273372673,4451.591182674544,original/ARIMA,,,0.00021865835291301993,brain_automl,RELIANCE
30,0.00014896142882919576,5329.295919921615,original/RandomForest,,,0.00022019687016364267,brain_automl,RELIANCE
30,0.00013512129355109547,3934.749979291889,decomposition+model/LSTM,,,0.00022040177565513507,brain_automl,RELIANCE
30,0.00012375109583507104,1859.1402301421826,AutoARIMA,5.174268263549121e-08,-0.07900388230210642,0.00022747017966206297,brain_automl,RELIANCE
30,0.0001645870447394974,6292.910797788666,Naive,5.2130586869545884e-08,-0.08709295216064006,0.00022832123613353595,brain_automl,RELIANCE
30,0.0001563880563213328,8650.632511654825,WeightedEnsemble,5.263986290124716e-08,-0.09771302030129281,0.0002294337876191019,brain_automl,RELIANCE
30,0.00014436368973905802,3528.5444775548895,ETS,5.283086644017147e-08,-0.10169606774946316,0.00022984966051785126,brain_automl,RELIANCE
30,0.00012909939961144341,2199.743439787603,decomposition+model/RandomForest,,,0.0002311909771953987,brain_automl,RELIANCE
30,0.00016753641994383698,5762.461421526416,xgb_limitdepth,5.478413699319846e-08,-0.14242813656680098,0.00023406011405875728,brain_automl,RELIANCE
30,0.0001319714870890641,2238.8467700956244,decomposition+model/XGBoost,,,0.00023439061517454174,brain_automl,RELIANCE
30,0.00018025607810362391,7086.495355094954,original/LSTM,,,0.00023820047411822704,brain_automl,RELIANCE
30,0.00018590686365017745,8629.23162835982,DirectTabular,6.097463230793597e-08,-0.27152017698206055,0.000246930419972785,brain_automl,RELIANCE
30,0.0001845075294268282,1989284.5233664785,SeasonalNaive,6.481586964306353e-08,-3.105320465851996,0.0002545896102417841,brain_automl,HDFCBANK
30,0.0001675723412557502,8750.155096717586,Theta,6.607681565441515e-08,-0.3779173593208831,0.0002570541103628089,brain_automl,RELIANCE
30,0.00018429214582607684,6299.079165378926,SeasonalNaive,6.655350618378382e-08,-0.38785791334025754,0.0002579796623452783,brain_automl,RELIANCE
30,0.00014732401217694692,792.595141493437,decomposition+model/ARIMA,,,0.0002597965437105861,brain_automl,RELIANCE
30,0.0001499195310496216,403.78883922852174,decomposition+model/ExpSmoothing,,,0.00026129385302897304,brain_automl,RELIANCE
30,0.0002079734861284345,2216211.394256865,RecursiveTabular,7.858723813229846e-08,-3.9775741471338266,0.0002803341544162938,brain_automl,HDFCBANK
30,0.00021186440859610717,8844.16588119396,RecursiveTabular,7.975629511953844e-08,-0.6631791721789526,0.00028241157044203843,brain_automl,RELIANCE
30,0.00021682506930898807,2495.389569709805,AutoARIMA,1.110922813843482e-07,-0.00566823885117107,0.00033330508754645223,brain_automl,TCS
30,0.0002298954410077065,2902.212431037436,ETS,1.1267216637807305e-07,-0.019970224006464754,0.0003356667489908303,brain_automl,TCS
30,0.0002348274335802083,3108.2464553623636,arima,1.1309184971008788e-07,-0.023769427624602102,0.00033629131673310845,brain_automl,TCS
30,0.0002266535521359576,2880.2799750053355,Theta,1.1402257909744062e-07,-0.0321949003231754,0.00033767229542478106,brain_automl,TCS
30,0.0002257024352685915,2276.7450004878915,original/RandomForest,,,0.000348791622062265,brain_automl,TCS
30,0.0002030927064114194,2009.6904192289298,DirectTabular,1.2190139508784531e-07,-0.10351826232966577,0.0003491438028776185,brain_automl,TCS
30,0.00021266174568616736,1553.1869820158156,original/XGBoost,,,0.00035146663730098346,brain_automl,TCS
30,0.00016958055703156753,761.8060947232774,WeightedEnsemble,1.2516844057389937e-07,-0.13309334926878003,0.00035379152134258304,brain_automl,TCS
30,0.00022135955495126595,1960.4031328016838,original/ExpSmoothing,,,0.00036351535364742446,brain_automl,TCS
30,0.000221119323678204,1948.5729127390907,original/ARIMA,,,0.00036380724977730703,brain_automl,TCS
30,0.00021523419719302105,1689.1584247634714,original/LSTM,,,0.00036482555214629027,brain_automl,TCS
30,0.0001648996267069875,309.07596969088564,Naive,1.3371176032103865e-07,-0.21043216360389083,0.00036566618700809435,brain_automl,TCS
30,0.00020619728773034783,1262.7780378048642,decomposition+model/LSTM,,,0.0003757643030006546,brain_automl,TCS
30,0.00020241538207135763,1084.1324872279147,decomposition+model/RandomForest,,,0.00038298195332868,brain_automl,TCS
30,0.0002070480991211617,1370.7476955930435,decomposition+model/XGBoost,,,0.00038425438881781323,brain_automl,TCS
30,0.0003709129568532615,1994815.4860795632,Naive,1.5096478261950818e-07,-8.561837480909121,0.0003885418672672331,brain_automl,HDFCBANK
30,0.00019774216141965536,214.4875157913311,decomposition+model/ARIMA,,,0.00040739235563136823,brain_automl,TCS
30,0.00020856617950624473,188.45023084888552,decomposition+model/ExpSmoothing,,,0.00041291978952624124,brain_automl,TCS
30,0.00035302990750941835,6497.757736477062,RecursiveTabular,2.6359912429744536e-07,-1.3862437947221045,0.0005134190533058209,brain_automl,TCS
30,0.0003545277960853625,6356.0211063379975,SeasonalNaive,2.698494735067939e-07,-1.4428253825987931,0.0005194703778915539,brain_automl,TCS
7,0.009244913863455372,202830.1125152729,ewma_0p94,8.559044547356362e-05,-11054.368629896839,0.009251510442817627,vol_baseline,BANKNIFTY
15,0.008963834907733528,5784714.771513388,ewma_0p94,8.054742604606578e-05,-12097.378925295692,0.008974821783526722,vol_baseline,BANKNIFTY
30,0.009650830432925075,3368611.904451406,ewma_0p94,9.38323195697051e-05,-9568.304975872497,0.009686708397061672,vol_baseline,BANKNIFTY
7,0.0102375089881346,224690.67128499373,garch,0.00010499084054490971,-13560.238506992067,0.01024650382056776,vol_baseline,BANKNIFTY
15,0.00976030357478931,6177651.096229931,garch,9.56328011033524e-05,-14363.23138802839,0.00977920247787888,vol_baseline,BANKNIFTY
30,0.010459823468906605,3610010.1699309913,garch,0.00011028134011040692,-11245.826056350905,0.010501492280166991,vol_baseline,BANKNIFTY
7,0.010547103323704636,232894.17849727892,egarch,0.00011157897138577308,-14411.200487908887,0.010563094782580202,vol_baseline,BANKNIFTY
15,0.00991416791868187,6245370.0976270335,egarch,9.89201882161556e-05,-14857.003280156649,0.009945862869362094,vol_baseline,BANKNIFTY
30,0.010744279912713602,3672297.696372155,egarch,0.00011673688521779277,-11904.182155841614,0.010804484495698662,vol_baseline,BANKNIFTY
7,0.01106199220939907,241825.92792822834,gjr_garch,0.0001226279954917061,-15838.35785127878,0.011073752547881233,vol_baseline,BANKNIFTY
15,0.010065804707510517,5977661.527803995,gjr_garch,0.00010248912250518226,-15393.064101807624,0.01012369115022689,vol_baseline,BANKNIFTY
30,0.010587398082922334,3489757.213026136,gjr_garch,0.00011335709490925746,-11559.50087368652,0.010646928895660827,vol_baseline,BANKNIFTY
7,0.01094720266193908,103573.8281523985,ewma_0p94,0.00011994232616754673,-13182.113839850139,0.010951818395478749,vol_baseline,HDFCBANK
15,0.011075303581199633,164305.94308424837,ewma_0p94,0.0001228762627889749,-13143.423049710627,0.011084956598425403,vol_baseline,HDFCBANK
30,0.012096888757413106,4889778.294522122,ewma_0p94,0.0001476287641156045,-7605.380733641971,0.01215025777980058,vol_baseline,HDFCBANK
7,0.011692590044920516,110425.66540353252,garch,0.0001368019705102916,-15035.192880182518,0.011696237451004985,vol_baseline,HDFCBANK
15,0.011678268274413596,171067.822851069,garch,0.0001365364858056375,-14604.695928694366,0.011684882789554952,vol_baseline,HDFCBANK
30,0.012563203845289111,5012191.840607707,garch,0.00015885050595260797,-8183.56643761526,0.012603590994339985,vol_baseline,HDFCBANK
7,0.012113097856563117,115808.03974399189,egarch,0.0001469053835364569,-16145.680298184598,0.012120453107720721,vol_baseline,HDFCBANK
15,0.011848412406021407,175543.48431861875,egarch,0.0001407575481087404,-15056.234959682446,0.01186412862829548,vol_baseline,HDFCBANK
30,0.012808556263725351,5147389.21236032,egarch,0.000165397407142329,-8520.887036164442,0.01286069232748879,vol_baseline,HDFCBANK
7,0.012060504152388546,112815.85088655938,gjr_garch,0.00014551184012540007,-15992.5130050718,0.01206282886081868,vol_baseline,HDFCBANK
15,0.011772646311249978,168159.76788576893,gjr_garch,0.00013879276137081093,-14846.056138324906,0.011781033968663826,vol_baseline,HDFCBANK
30,0.012511102510512602,4849975.327180612,gjr_garch,0.0001574596512071667,-8111.904449503414,0.012548292760657392,vol_baseline,HDFCBANK
7,0.008255316294875055,11552599.515897878,ewma_0p94,6.826337640530976e-05,-11041.265042194302,0.008262165358143697,vol_baseline,NIFTY50
15,0.008112373152247849,5862865.345464234,ewma_0p94,6.592488143645586e-05,-13613.066809023268,0.008119413860400014,vol_baseline,NIFTY50
30,0.008444020664104964,3166595.809159818,ewma_0p94,7.175505530070357e-05,-5664.179787717434,0.008470835572758071,vol_baseline,NIFTY50
7,0.00868188342459198,11981048.054222573,garch,7.558480289319712e-05,-12225.576982555714,0.008693952087123388,vol_baseline,NIFTY50
15,0.008405342430789683,6075150.727398675,garch,7.087946778670184e-05,-14636.232389508077,0.00841899446410923,vol_baseline,NIFTY50
30,0.008945937523494263,3288906.7303731497,garch,8.082851492985957e-05,-6380.544368308325,0.008990468003939482,vol_baseline,NIFTY50
7,0.0089121993648877,12213261.465226943,egarch,7.976532122603373e-05,-12901.816481329519,0.008931143332520968,vol_baseline,NIFTY50
15,0.008477590852515194,6184836.100794647,egarch,7.2291768815741e-05,-14927.884951406488,0.008502456634158212,vol_baseline,NIFTY50
30,0.009047805440704016,3352339.2418366484,egarch,8.272287923827763e-05,-6530.107550242325,0.009095211885287644,vol_baseline,NIFTY50
7,0.009797883943650956,13521031.92680058,gjr_garch,9.641442563377459e-05,-15594.971043358182,0.009819084765586586,vol_baseline,NIFTY50
15,0.008745347529301952,6754744.348034141,gjr_garch,7.78619428345385e-05,-16078.174790044863,0.008823941456885268,vol_baseline,NIFTY50
30,0.009013397906825744,3611225.5785436276,gjr_garch,8.218337492834252e-05,-6487.512796475883,0.009065504670361298,vol_baseline,NIFTY50
7,0.012814774258847078,1462487.575557484,ewma_0p94,0.00016443588231334936,-7864.813154559797,0.012823255527101897,vol_baseline,RELIANCE
15,0.012785294613239169,698347.3170484414,ewma_0p94,0.00016369255585172059,-8945.937529169742,0.01279423916658277,vol_baseline,RELIANCE
30,0.01326823938009334,368347.1289045854,ewma_0p94,0.00017688084781487665,-3699.3198554009196,0.013299655928439527,vol_baseline,RELIANCE
7,0.014469545148083518,1648871.6519001368,garch,0.00020962803308381475,-10026.585931962398,0.014478536980089347,vol_baseline,RELIANCE
15,0.014268871039412998,786945.9369168623,garch,0.00020385424129887273,-11141.053176868018,0.014277753370151507,vol_baseline,RELIANCE
30,0.014850659292623308,415012.15830512904,garch,0.00022147781617516587,-4632.281504742276,0.014882130767304992,vol_baseline,RELIANCE
7,0.015190126017977193,1772458.3979336577,egarch,0.00023132979094614209,-11064.69251836594,0.015209529609627712,vol_baseline,RELIANCE
15,0.015124836246363684,845888.8306040239,egarch,0.00022921006576254145,-12526.92546835166,0.015139685127589063,vol_baseline,RELIANCE
30,0.015591349679048063,445225.0295631156,egarch,0.000244059729348334,-5104.6916199123925,0.015622411124673873,vol_baseline,RELIANCE
7,0.01511949135631574,1715797.3600875728,gjr_garch,0.00022892034898504312,-10949.43652918564,0.015130113977926376,vol_baseline,RELIANCE
15,0.014706660165388852,818462.613509788,gjr_garch,0.00021665979810068945,-11840.965986805884,0.014719368128445237,vol_baseline,RELIANCE
30,0.015053356668009209,430326.4880959902,gjr_garch,0.00022708545807153453,-4749.592501989576,0.01506935493216397,vol_baseline,RELIANCE
7,0.013258967574163004,331755.3532815355,ewma_0p94,0.00017627176215920053,-4285.949453817952,0.01327673763238547,vol_baseline,TCS
15,0.013373684915196919,243970.2521747552,ewma_0p94,0.0001792939902995224,-5935.040330336501,0.013390070586054518,vol_baseline,TCS
30,0.014086559339312198,185207.3140507988,ewma_0p94,0.00020022952819678767,-1548.5992753821865,0.014150248343996924,vol_baseline,TCS
7,0.014093408830470932,352334.9430800896,garch,0.00019908640242942427,-4840.804119406168,0.01410979810023603,vol_baseline,TCS
15,0.013990168590900992,255342.18937639665,garch,0.00019609955953200112,-6491.436763767442,0.014003555246150925,vol_baseline,TCS
30,0.014877098664396253,193079.77726849564,garch,0.00022318475488995631,-1726.2524066176952,0.014939369293579844,vol_baseline,TCS
7,0.014052290689930738,349674.51118779124,egarch,0.00019833029167410005,-4822.415419197705,0.014082978792645398,vol_baseline,TCS
15,0.013849670915695687,252811.13464422352,egarch,0.00019244097145830764,-6370.30874201249,0.013872309521428206,vol_baseline,TCS
30,0.014500018911439445,191183.09696085827,egarch,0.0002119649954016324,-1639.4214015724162,0.014559017666093837,vol_baseline,TCS
7,0.014844720787718485,370103.93011286284,gjr_garch,0.00022112978794658794,-5376.901781025709,0.014870433347639468,vol_baseline,TCS
15,0.014187945596281682,260172.47653095247,gjr_garch,0.00020219329555715298,-6693.18732298751,0.01421946889152872,vol_baseline,TCS
30,0.014786532377154998,193370.56043318968,gjr_garch,0.0002201539513026631,-1702.7966701686762,0.01483758576395308,vol_baseline,TCS
